"id","лемма","часть_речи","ipm","R","D","текстов","также_собственное"
34351,"прожевать","v",1.1,49,86,91,""
34352,"прожевывать","v",0.4,25,80,32,""
34353,"прожект","s",1.2,60,87,89,""
34354,"прожектор","s",10.2,92,91,400,""
34355,"прожекторный","a",0.6,32,81,43,""
34356,"прожечь","v",1.6,62,86,108,""
34357,"прожженный","a",1.5,60,88,121,""
34358,"проживание","s",15.3,97,88,893,""
34359,"проживать","v",35.4,100,92,1861,""
34360,"прожигатель","s",0.4,28,82,34,""
34361,"прожигать","v",1.5,64,89,115,""
34362,"прожилка","s",2.2,67,87,151,""
34363,"прожиточный","a",6.4,72,88,301,""
34364,"прожить","v",64.2,100,95,2258,""
34365,"прожорливый","a",1.6,71,91,129,""
34366,"прожужжать","v",0.8,47,86,63,""
34367,"проза","s",34.4,99,91,916,""
34368,"прозаик","s",6.8,89,89,322,""
34369,"прозаический","a",4.7,86,91,282,""
34370,"прозаично","adv",0.4,27,81,33,""
34371,"прозаичный","a",0.8,45,86,64,""
34372,"прозападный","a",1.1,45,84,87,""
34373,"прозвание","s",0.6,38,83,51,""
34374,"прозвать","v",9.5,91,93,527,""
34375,"прозвенеть","v",2.1,65,89,150,""
34376,"прозвище","s",15.6,97,94,712,""
34377,"прозвонить","v",0.5,29,80,37,""
34378,"прозвучать","v",31.3,100,95,1561,""
34379,"прозевать","v",2.2,69,90,154,""
34380,"прозелень","s",0.5,23,79,35,""
34381,"прознать","v",1,48,85,74,""
34382,"прозорливость","s",1.8,76,91,136,""
34383,"прозорливый","a",1.8,71,90,140,""
34384,"прозрачно","adv",1.4,66,90,121,""
34385,"прозрачность","s",7.6,94,92,540,""
34386,"прозрачный","a",46,100,96,1950,""
34387,"прозревать","v",1.9,66,85,130,""
34388,"прозрение","s",4.8,88,92,305,""
34389,"прозреть","v",3.8,82,85,253,""
34390,"прозываться","v",0.5,27,80,34,""
34391,"прозябание","s",0.9,49,87,72,""
34392,"прозябать","v",1.8,69,90,135,""
34393,"проигнорировать","v",3.6,82,91,268,""
34394,"проиграть","v",30.1,99,92,1362,""
34395,"проиграться","v",0.7,38,85,55,""
34396,"проигрывание","s",0.5,18,45,20,""
34397,"проигрыватель","s",2.6,77,89,161,""
34398,"проигрывать","v",12.2,99,93,742,""
34399,"проигрываться","v",0.5,27,81,39,""
34400,"проигрыш","s",5.3,93,92,317,""
34401,"проигрышный","a",0.5,30,83,40,""
34402,"произведение","s",88.9,100,92,2466,""
34403,"произвести","v",67.5,100,95,2951,""
34404,"производитель","s",53.5,91,90,2408,""
34405,"производительность","s",20.1,84,86,832,""
34406,"производительный","a",4.6,70,82,241,""
34407,"производить","v",66.5,100,94,3238,""
34408,"производиться","v",35.3,97,82,1750,""
34409,"производная","s",4.8,64,73,215,""
34410,"производный","a",6.2,73,72,262,""
34411,"производственник","s",1.4,58,86,92,""
34412,"производственно-технический","a",0.6,30,80,46,""
34413,"производственно-технологический","a",0.4,25,80,32,""
34414,"производственный","a",56,99,89,2393,""
34415,"производство","s",275.6,100,89,6484,""
34416,"производящий","a",0.9,44,84,70,""
34417,"произвол","s",12.8,100,93,714,""
34418,"произвольно","adv",3.4,83,88,252,""
34419,"произвольность","s",0.7,17,62,31,""
34420,"произвольный","a",11.8,88,80,470,""
34421,"произнесение","s",1.8,75,90,129,""
34422,"произнести","v",113.5,100,91,1854,""
34423,"произносить","v",40.8,99,94,1457,""
34424,"произноситься","v",4.8,92,93,345,""
34425,"произношение","s",3.6,88,90,223,""
34426,"произойти","v",203.2,100,97,6481,""
34427,"произрастание","s",1.7,39,77,88,""
34428,"произрастать","v",4.6,86,83,264,""
34429,"произрасти","v",0.5,38,86,45,""
34430,"проиллюстрировать","v",2.4,65,88,186,""
34431,"проиндексировать","v",0.4,22,77,34,""
34432,"проинструктировать","v",1.1,49,86,82,""
34433,"проинформировать","v",3.5,78,89,231,""
34434,"происки","s",2.8,84,92,211,""
34435,"проистекать","v",2.8,81,90,203,""
34436,"происходить","v",263.6,100,95,7996,""
34437,"происходящее","s",3.9,94,93,279,""
34438,"происхождение","s",42.4,100,93,1979,""
34439,"происшедшее","s",2,76,91,143,""
34440,"происшествие","s",23.6,99,94,1033,""
34441,"пройдоха","s",1.1,44,84,75,""
34442,"пройма","s",0.5,28,69,33,""
34443,"пройти","v",398.4,100,97,10645,""
34444,"пройтись","v",18.1,97,92,864,""
34445,"прок","s",2.6,83,92,189,"*"
34446,"прокаженный","s",1.1,47,80,77,""
34447,"проказа","s",1.5,65,86,105,""
34448,"прокаливание","s",0.4,11,53,18,""
34449,"прокалить","v",0.9,44,83,53,""
34450,"прокалывать","v",0.7,46,86,56,""
34451,"прокат","s",11.2,84,90,498,""
34452,"прокатать","v",0.7,27,65,34,""
34453,"прокатить","v",1.9,69,88,147,""
34454,"прокатиться","v",8.2,95,93,520,""
34455,"прокатка","s",1.5,26,49,39,""
34456,"прокатный","a",2.7,62,87,148,""
34457,"прокатчик","s",0.7,27,79,43,""
34458,"прокатывать","v",0.8,39,79,50,""
34459,"прокатываться","v",1.1,50,87,79,""
34460,"прокачать","v",0.5,22,67,25,""
34461,"прокачка","s",0.6,28,78,44,""
34462,"прокашляться","v",1.4,37,83,100,""
34463,"прокипятить","v",1.1,30,50,37,""
34464,"прокиснуть","v",0.7,40,85,56,""
34465,"прокисший","a",0.8,45,85,70,""
34466,"прокладка","s",7,91,91,434,""
34467,"прокладывать","v",4,92,93,309,""
34468,"прокладываться","v",0.6,37,85,51,""
34469,"прокламация","s",1,42,79,61,""
34470,"проклевываться","v",0.4,26,80,31,""
34471,"проклинать","v",7.9,94,93,450,""
34472,"проклюнуться","v",1.1,50,86,84,""
34473,"проклясть","v",6,90,92,369,""
34474,"проклятие","s",8,95,92,397,""
34475,"проклятущий","a",0.5,29,80,44,""
34476,"проклятый","a",28.3,97,92,1085,""
34477,"проклятье","s",3.2,78,88,187,""
34478,"проковылять","v",0.6,29,81,40,""
34479,"прокол","s",3.4,88,91,217,""
34480,"проколоть","v",2.7,76,88,181,""
34481,"проколоться","v",1,35,80,59,""
34482,"прокомментировать","v",9.9,95,92,749,""
34483,"прокоммунистический","a",0.4,20,73,25,""
34484,"проконсультировать","v",0.8,37,82,58,""
34485,"проконсультироваться","v",2.3,71,88,157,""
34486,"проконтролировать","v",1.9,69,89,142,""
34487,"прокопать","v",0.4,23,77,29,""
34488,"прокоптить","v",0.9,43,83,68,""
34489,"прокорм","s",0.9,46,86,68,""
34490,"прокормить","v",3.5,92,92,257,""
34491,"прокормиться","v",1.1,60,89,89,""
34492,"прокофьевский","a",0.5,17,70,21,""
34493,"прокрадываться","v",0.5,30,81,38,""
34494,"прокрасться","v",1.7,58,88,128,""
34495,"прокремлевский","a",0.6,30,81,54,""
34496,"прокричать","v",7.9,87,90,385,""
34497,"прокрустов","a",0.5,35,84,46,""
34498,"прокрутить","v",1.4,63,89,113,""
34499,"прокручивать","v",1.8,73,90,134,""
34500,"прокручиваться","v",0.7,42,85,55,""
34501,"прокуратор","s",1.2,33,59,45,""
34502,"прокуратура","s",51,99,91,1468,""
34503,"прокурить","v",3,73,90,209,""
34504,"прокурор","s",57.4,97,84,1116,""
34505,"прокурорский","a",5.5,87,86,262,""
34506,"прокурорша","s",0.4,13,54,13,""
34507,"прокусить","v",0.7,34,81,52,""
34508,"проламывать","v",0.5,36,84,47,""
34509,"пролегать","v",2.8,89,93,223,""
34510,"пролежать","v",6.5,94,93,434,""
34511,"пролежень","s",0.5,33,82,40,""
34512,"пролезать","v",1.2,57,88,98,""
34513,"пролезть","v",4.8,86,90,287,""
34514,"пролепетать","v",4.1,70,88,231,""
34515,"пролет","s",5.5,97,93,329,""
34516,"пролетариат","s",8.2,96,89,342,""
34517,"пролетарий","s",4.6,87,91,226,""
34518,"пролетарский","a",9.2,96,90,394,""
34519,"пролетать","v",7.4,97,93,478,""
34520,"пролететь","v",12,96,93,672,""
34521,"пролетка","s",1.4,41,81,63,""
34522,"пролеткульт","s",0.6,17,61,22,""
34523,"пролетный","a",0.4,18,67,20,""
34524,"пролечь","v",1.4,68,90,118,""
34525,"пролив","s",6.3,81,88,232,""
34526,"проливать","v",4.1,93,93,299,""
34527,"проливаться","v",1,54,88,77,""
34528,"проливной","a",2.1,80,92,162,""
34529,"пролистать","v",1.3,59,89,97,""
34530,"пролистывать","v",0.5,29,81,38,""
34531,"пролить","v",7.9,99,94,530,""
34532,"пролиться","v",3.7,88,93,276,""
34533,"пролиферация","s",0.7,8,55,28,""
34534,"пролоббировать","v",0.5,35,84,47,""
34535,"пролог","s",3.7,82,88,203,""
34536,"проложить","v",9.7,98,94,648,""
34537,"пролом","s",1.8,55,86,105,""
34538,"проломить","v",2.3,70,89,161,""
34539,"проломиться","v",0.5,29,83,38,""
34540,"пролонгация","s",0.8,35,81,48,""
34541,"пролонгировать","v",0.9,40,81,58,""
34542,"промазать","v",1.6,62,87,117,""
34543,"промасленный","a",1.2,46,86,88,""
34544,"промах","s",6.8,97,94,448,""
34545,"промахиваться","v",0.9,49,87,74,""
34546,"промахнуться","v",5.5,88,90,324,""
34547,"промашка","s",1.8,63,87,124,""
34548,"промаяться","v",0.5,36,84,45,""
34549,"промедление","s",3.8,85,88,236,""
34550,"промедлить","v",0.6,36,84,48,""
34551,"промеж","pr",1.9,55,86,120,""
34552,"промежность","s",1.5,44,68,61,""
34553,"промежуток","s",13,100,92,727,""
34554,"промежуточный","a",17.1,97,85,846,""
34555,"промельк","s",0.4,21,72,29,""
34556,"промелькнуть","v",7.3,91,91,421,""
34557,"променад","s",0.9,43,81,57,""
34558,"променять","v",3,83,91,212,""
34559,"промерзание","s",0.4,22,75,24,""
34560,"промерзать","v",0.6,38,85,50,""
34561,"промерзнуть","v",2.5,70,89,161,""
34562,"промзона","s",1,38,82,58,""
34563,"промилле","s",0.6,18,42,20,""
34564,"промозглый","a",2.1,74,90,149,""
34565,"промоина","s",1,41,84,54,""
34566,"промокать","v",1.4,64,89,110,""
34567,"промокашка","s",0.9,44,84,64,""
34568,"промокнуть","v",6.2,88,91,376,""
34569,"промолвить","v",3.5,64,80,153,""
34570,"промолчать","v",17.9,94,90,722,""
34571,"проморгать","v",1.2,57,88,92,""
34572,"проморозить","v",0.5,31,81,32,""
34573,"промотать","v",0.6,38,82,49,""
34574,"промоутер","s",0.7,25,73,34,""
34575,"промочить","v",1.3,52,86,95,""
34576,"промпартия","s",0.6,14,36,16,""
34577,"промстройбанк","s",0.4,20,76,29,""
34578,"промтоварный","a",0.5,31,81,37,""
34579,"промтовары","s",0.4,27,81,28,""
34580,"промурлыкать","v",0.6,30,82,40,""
34581,"промучиться","v",0.9,49,87,71,""
34582,"промчаться","v",4.2,88,91,262,""
34583,"промывание","s",1.2,58,88,89,""
34584,"промывать","v",3.6,87,84,206,""
34585,"промывка","s",2.3,49,75,106,""
34586,"промывной","a",0.4,11,45,11,""
34587,"промысел","s",14.4,98,92,617,""
34588,"промысловик","s",0.5,15,66,17,""
34589,"промысловый","a",3.1,66,85,148,""
34590,"промыть","v",6.4,95,81,314,""
34591,"промычать","v",2.4,56,87,160,""
34592,"промышленник","s",6.7,78,88,394,""
34593,"промышленно","adv",1.4,49,84,109,""
34594,"промышленность","s",78.9,99,90,2796,""
34595,"промышленный","a",59.3,99,90,2469,""
34596,"промышлять","v",3.1,79,91,209,""
34597,"промямлить","v",2.6,66,88,167,""
34598,"пронаблюдать","v",0.6,27,71,33,""
34599,"пронести","v",7.9,97,93,503,""
34600,"пронестись","v",10.8,93,91,516,""
34601,"пронзать","v",2.6,74,87,172,""
34602,"пронзительно","adv",5.2,79,90,324,""
34603,"пронзительность","s",0.4,29,82,37,""
34604,"пронзительный","a",11.3,92,92,567,""
34605,"пронзить","v",5.9,87,90,343,""
34606,"пронизать","v",8,95,88,489,""
34607,"пронизывать","v",7.1,95,91,452,""
34608,"пронизывающий","a",1.1,60,88,84,""
34609,"проникать","v",18.5,99,95,1023,""
34610,"проникаться","v",2.2,79,92,170,""
34611,"проникновение","s",11.1,97,91,691,""
